10 10 #  size of Sigind and CF
#---- Sigind follows
  1    0    0    0    0    0    0    0    0    0 
  0    2    0    0    0    0    0    0    0    0 
  0    0    3    0    0    0    0    0    0    0 
  0    0    0    4    0    0    0    0    0    0 
  0    0    0    0    5    0    0    0    0    0 
  0    0    0    0    0    1    0    0    0    0 
  0    0    0    0    0    0    2    0    0    0 
  0    0    0    0    0    0    0    3    0    0 
  0    0    0    0    0    0    0    0    4    0 
  0    0    0    0    0    0    0    0    0    5 
#---- CF follows
  0.00000000   0.00000000    0.00000000   0.00000000    1.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000 
  0.70710679   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.70710679   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000 
  0.00000000   0.00000000    0.70710679   0.00000000    0.00000000   0.00000000   -0.70710679   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000 
  0.00000000   0.00000000    0.00000000   0.70710679    0.00000000   0.00000000    0.00000000   0.70710679    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000 
 -0.00000000  -0.70710679    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.70710679    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000 
  0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    1.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000 
  0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.70710679   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.70710679   0.00000000 
  0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.70710679   0.00000000    0.00000000   0.00000000   -0.70710679   0.00000000    0.00000000   0.00000000 
  0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.70710679    0.00000000   0.00000000    0.00000000   0.70710679    0.00000000   0.00000000 
  0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000   -0.00000000  -0.70710679    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.00000000    0.00000000   0.70710679 
